State,Population_Density,College_Educated_Share,11,21,22,23,31-33,42,44-45,48-49,51,52,53,54,55,56,61,62,71,72,81,99
Kentucky,57.24631261,0.323685213,0.000369406157,0.00198821099,0.00211739549,0.0241744188,0.078254742,0.0216245628,0.0662584231,0.0392462515,0.00762926755,0.0197221672,0.00573363878,0.0220739403,0.0131417548,0.0291793954,0.00804634894,0.0809448554,0.00584898209,0.0530643794,0.0194315021,1.54E-05
Louisiana,64.361354,0.269275917,0.00105186681,0.00757024408,0.00355020721,0.0449039936,0.0364342091,0.0216137317,0.0695344768,0.0219857716,0.00567243313,0.0180296742,0.00901797138,0.0284232842,0.0070991607,0.0265715473,0.015328232,0.0920154658,0.00742544001,0.0610465135,0.0222296191,3.26E-05
Maine,28.05265687,0.34114881,0.00303456243,8.76E-05,0.00229421392,0.0285000481,0.0537662463,0.0170058727,0.0809588909,0.0161528834,0.00889573505,0.0281592375,0.00758255512,0.0245325888,0.0128092808,0.0200481371,0.0178453837,0.103175123,0.00734283239,0.0492095889,0.0184249543,2.12E-05
Maryland,475.3057392,0.385796014,0.000265561432,0.000156853348,0.00199857307,0.0355869746,0.0228053875,0.0187191399,0.0637077299,0.020719238,0.0104083089,0.0213246483,0.0099292526,0.0623714265,0.0114792687,0.0355987386,0.0177512241,0.0848657216,0.00889467407,0.0496519272,0.0236391066,5.64E-05
Massachusetts,660.0469964,0.447557264,0.000193072943,0.000107684045,0.00196834301,0.0240220355,0.0352982234,0.0217844824,0.0550444439,0.0160925464,0.0191971836,0.0270030635,0.00828484644,0.053685805,0.0177155421,0.025565709,0.0333624889,0.0903203722,0.00849884952,0.0436400969,0.0181305049,7.07E-05
Michigan,89.14509792,0.307737856,0.000563698083,0.000563564884,0.00308648676,0.0229268744,0.07928949,0.0242777785,0.0616844476,0.0186667714,0.00787965206,0.0226672696,0.00731182481,0.0399980553,0.0155447206,0.0279697878,0.00872919515,0.0815468131,0.00630044495,0.0496472558,0.0211228274,2.48E-05
Minnesota,48.45660026,0.399276437,0.00051469351,0.000818674847,0.00240615409,0.0270136051,0.06089696,0.0243759912,0.0570438015,0.0182600085,0.0107118683,0.0282698837,0.00783841669,0.0352599316,0.0297597158,0.021449814,0.0135082301,0.0881703864,0.0083493033,0.0433126771,0.0216683303,2.49E-05
Mississippi,28.94877354,0.311585825,0.00237351396,0.00116575485,0.00471375182,0.0230821642,0.0805341852,0.0218754961,0.0748685185,0.0274609729,0.00568748715,0.018160573,0.00573549203,0.0162845642,0.00357581798,0.0226086615,0.00723891756,0.0884740831,0.00446936334,0.0707924678,0.0200365819,2.89E-05
Missouri,60.95425137,0.351083528,0.000228970019,0.000601197203,0.00303274613,0.0287526385,0.0558350836,0.025874417,0.0613967614,0.020722994,0.0101354444,0.0276184522,0.00789463677,0.0331541747,0.0175379365,0.0263436244,0.015451251,0.0832865367,0.00827551572,0.051013635,0.0222304135,6.70E-05
Montana,4.710901795,0.394068824,0.0020345997,0.00531860476,0.00334410951,0.0417342309,0.0278769572,0.0192410981,0.0789542337,0.0169226008,0.00943895689,0.0205736267,0.00881233599,0.0277043168,0.00389911659,0.0229049122,0.00802586282,0.0935890288,0.0161450794,0.06971733,0.0223000312,1.15E-05
